0,12332
1,45285
2,43479
3,4397
4,12885
5,25097
6,12305
7,1883
8,8119
9,41427
10,1597
11,60639
12,58707
13,40364
14,16343
15,48855
16,47575
17,12064
18,44247
19,22429
20,52307
21,24620
22,43205
23,10329
24,62604
25,60615
26,60109
27,28712
28,28079
29,62671
30,14636
31,43223
32,20587
33,4909
34,45101
35,59447
36,57388
37,8598
38,36757
39,4133
40,57551
41,25641
42,8477
43,24892
44,45101
45,16430
46,12973
47,57335
48,21538
49,40272
50,8050
51,43997
52,20776
53,51447
54,7429
55,13535
56,17466
57,59631
58,12460
59,45655
60,48245
61,4215
62,11223
63,41126
64,29229
65,6211
66,28716
67,43487
68,4437
69,61399
70,54437
71,12631
72,31191
73,20653
74,14658
75,12186
76,14807
77,37549
78,31580
79,52785
80,24858
81,24616
82,5167
83,11014
84,22856
85,1466
86,21817
87,17723
88,60460
89,37325
90,47245
91,12018
92,3923
93,12485
94,45783
95,25645
96,45285
97,31159
98,12588
99,2637
100,48375
101,36037
102,26669
103,57760
104,15104
105,51703
106,43479
107,8972
108,27706
109,45502
110,55348
111,58550
112,20903
113,57380
114,26392
115,44755
116,12759
117,59615
118,60639
119,47831
120,60539
121,61901
122,64215
123,52334
124,57388
125,14807
126,15319
127,43733
128,31050
129,23922
130,8237
131,57470
132,39737
133,25640
134,53800
135,45011
136,8506
137,47862
138,23370
139,45271
140,57582
141,24840
142,17960
143,28685
144,43071
145,20834
146,20678
147,8502
148,35917
149,22967
150,21512
151,18222
152,41365
153,54890
154,63703
155,37053
156,19523
157,21800
158,4893
159,59604
160,22727
161,45015
162,17720
163,20485
164,19529
165,41183
166,8636
167,9276
168,57541
169,57830
170,47575
171,40621
172,43479
173,36451
174,35269
175,17704
176,61485
177,4633
178,8567
179,40584
180,11304
181,29245
182,17688
183,18890
184,45109
185,48087
186,25605
187,8492
188,15303
189,43475
190,44502
191,52530
192,47831
193,31191
194,15955
195,42257
196,9927
197,1832
198,18696
199,43991
200,12332
201,35287
202,6359
203,35909
204,10586
205,27095
206,48083
207,31191
208,24647
209,29005
210,12557
211,16087
212,7899
213,53218
214,52959
215,18720
216,35665
217,16650
218,59440
219,24791
220,36819
221,47831
222,62052
223,60661
224,41768
225,41181
226,15319
227,10452
228,8460
229,38712
230,28973
231,28055
232,10707
233,45557
234,14695
235,42167
236,13015
237,50280
238,15071
239,41868
240,36055
241,24622
242,14085
243,20776
244,40115
245,37301
246,38579
247,17960
248,61484
249,17450
250,12595
251,47575
252,47831
253,31789
254,19498
255,27287
256,59775
257,47351
258,36765
259,44951
260,26898
261,24616
262,47815
263,8248
264,52274
265,11223
266,28714
267,46047
268,19770
269,61535
270,59533
271,12343
272,19810
273,12058
274,47285
275,45486
276,8003
277,5653
278,15071
279,8237
280,15319
281,52770
282,13899
283,33961
284,65239
285,20385
286,42509
287,24842
288,17466
289,15967
290,12759
