0,281474976710655
1,281474976710655
2,140634374537215
3,281474975662079
4,281474976710639
5,281474976710655
6,281474973564927
7,281474976710655
8,281474976710639
9,281474975662079
10,281474976710655
11,281474975653885
12,281474976710655
13,281474975662079
14,281474976710639
15,281474976710655
16,281474976710655
17,281474975662079
18,281474975662079
19,281474975662079
20,281474976710655
21,281474976710655
22,281474975662079
23,281474975662079
24,281474976710655
25,281474976710655
26,281474976710655
27,281474976710655
28,281474943156223
29,281474975662079
30,281474975662079
31,281474976710655
32,281474975662079
33,281474976710655
34,281474976710655
35,272678849085439
36,281474976710655
37,281474975662079
38,281474976710655
39,281474975662079
40,281474975662063
41,281474976710655
42,281474943156207
43,281474976710655
44,281474976710653
45,281474976710655
46,281474976710655
47,281474942107647
48,281474943156223
49,281474976710655
50,281474975399935
51,281474976448511
52,281472829227007
53,281474976710639
54,281474976710655
55,281474976710655
56,281474976710655
57,281474975662079
58,281474976710655
59,281474975662079
60,281464239292415
61,281474975662079
62,281474976710655
63,281474976710655
64,281474976710655
65,281474975653885
66,281474975662079
67,281474975662063
68,281474397634431
69,281474976710655
70,281474975662079
71,281474976710655
72,281474975662063
73,281474975662079
74,281474976710655
75,281474976710655
76,281474942107647
77,281474975399919
78,281474975662079
79,281474976710655
80,281474976710655
81,281474976710655
82,281474976710655
83,281474975662079
84,281474976710655
85,281474976710655
86,281472795377661
87,281474976710655
88,281474976448511
89,281474976710655
90,281474975662079
91,281474976710655
92,140737488355327
93,281474975662079
94,281474976710655
95,281474976710655
96,281474976710655
97,281474976710655
98,281474976710655
99,281474975662079
100,281474943156223
101,281474976710655
102,281474975662063
103,281474976710655
104,281474973564927
105,281474975662063
106,281474975662079
107,281474976710655
108,281474934505471
109,281474976448495
110,281474976710655
111,281474943156223
112,281474975662063
113,281474975662079
114,281474976448511
115,281474975662079
116,281474976710655
117,281474976710655
118,281474976710655
119,281474976710655
120,281474976710655
121,281474976448511
122,281474975662079
123,281474976710639
124,281474975662063
125,281474976710655
126,281474976710655
127,281474976710655
128,281474975662063
129,281474975662079
130,281474976710655
131,281474976710655
132,281474976710655
133,281474976710655
134,281474976710655
135,281474976710655
136,281472828178429
137,281474976710655
138,281474976710655
139,281474976710655
140,281474942107631
141,281474976710655
142,281474976710655
143,281474975662063
144,281472829227007
145,281474975662079
146,281474975662079
147,281474975662079
148,281474976710655
149,281474976710653
150,281474976710655
151,281474975662079
152,281474975662063
153,281474975662063
154,281474976710655
155,281474975662079
156,281474934505471
157,281474976710655
158,281300493662207
159,281474975662079
160,281474976710655
161,281474976710655
162,281474976710655
163,281474976710655
164,281474976710655
165,281474975662079
166,281474975662079
167,281474975662079
168,281474976710639
169,281474976710655
170,281474976710655
171,281474976710655
172,281474976710655
173,281474975662077
174,281474975662063
175,281474976710655
176,281474976710655
177,281474975662079
178,281406256185343
179,281474943156223
180,281474975662079
181,281474976710655
182,281474976710655
183,281474976710655
184,281474975662063
185,281474976710655
186,281472828178431
187,281474975662079
188,281474976710655
189,281474975662079
190,281474975662079
191,281474976710655
192,281474976710655
193,281474976710655
194,281474976710655
195,281474976710655
196,281474976677887
197,281474976710655
198,281474943156223
199,281474976710655
200,281474975662079
201,281474975662079
202,281474976710655
203,281474976710655
204,281474975662079
205,281474975662061
206,281474942894079
207,281474943156223
208,281474975662079
209,281472829227007
210,281440616972287
211,281474975662079
212,281474976710639
213,281474976710655
214,281474976710655
215,281474976710655
216,281440616972287
217,281474976710655
218,281474975662079
219,281474976710655
220,281474943156223
221,281474975662079
222,281474976710655
223,281474976710655
224,281474976710655
225,281474976710655
226,281474975662079
227,281474976710655
228,281474943156221
229,281474976710655
230,281474976710639
231,281474975662063
232,281474975662079
